Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.87887827196654,72.93678085181018,71.62411204442873,72.8761215209961,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.09966439861495,72.93190847027287,71.94195165165122,72.1676025390625,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.28442284217883,72.78149101299562,71.03207794711969,72.74266815185547,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.7523628342303,73.00955776462013,72.17974239440458,72.40054321289062,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.10209823801719,73.86849741922853,72.10209823801719,73.56520080566406,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.54788562646107,75.32189924678659,74.2955481524971,75.12779235839844,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.36313184822802,75.8653927363038,74.79293282587398,75.29761505126953,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.61545631367699,76.93297445852212,75.49655905716162,76.90628051757812,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.84321186118798,77.05430506147664,75.74406553181912,75.86780548095703,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.66644148102284,76.55206612161608,75.10837126298826,75.54269409179688,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.08864066362095,76.60060928869339,75.72468466270166,76.4889907836914,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.73890699756772,77.33822150904109,76.43076024892416,77.33580017089844,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.96211758000582,77.40614053363142,76.6733786313912,76.81168365478516,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.29938342748774,77.64150288980629,76.99123673951539,77.08586883544922,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.13924567687963,77.53716695718084,76.58845432397156,77.45709991455078,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.70458837221877,78.45190793128157,77.04218593679563,77.23387145996094,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.23211527237807,75.64702295242766,73.97525592527442,74.9627914428711,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.84843476176728,77.25572838667001,75.74895256275768,77.08345794677734,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.72366965966044,79.54863494331376,77.97877142156045,78.69697570800781,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.77494511587,78.63630437961214,77.34062237104257,78.58292388916016,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.86958470013667,78.2941999630763,74.80265316569236,75.09867095947266,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.83453816363433,76.06437586722816,73.32985576432291,74.89244079589844,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.50596063187591,77.55658420732843,76.09833177611381,77.36489868164062,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.49801928645589,78.79889458383452,77.38917241550978,77.99576568603516,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.26752237797257,78.91050979740153,77.70703075908322,78.9080810546875,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.40462049406756,78.65512973693544,77.34178023624685,77.83550262451172,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.41272012857642,78.2052001953125,76.33246303970844,78.2052001953125,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.70377819366317,78.77673917102194,77.51446230678005,77.73335266113281,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.18573168065612,79.58420729410885,78.18573168065612,79.579345703125,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.84727400003312,79.34099641209264,78.64297583872676,79.01265716552734,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.98103964305298,79.28262901028037,78.52137062767729,79.03211975097656,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.69968452278619,77.76739366226435,76.51727468620543,77.5849838256836,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.82820306326255,78.93968886960596,77.82820306326255,78.70863342285156,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.4678519332106,78.95913977511199,77.39284665180088,77.90116119384766,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.49259306013742,77.9376773982506,75.51770294994493,76.13789367675781,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.29753409783306,73.98056472411173,70.34453304999784,72.52128601074219,222195200,0.0,0.0
